tweet,label
جنود بريطاني أرمى اوسمتهم امام مبني الحكومه لا أمكن ان جنى سلام نحن قتل مدن حج داعش علي بريطاني انسحاب من تحالف دولي,sadness
استاذ وسيم شوف ترك حمد ال اضفته ضايف هذا اساطير الاولين ال أطاع في قر ويستهزا به ضايف ملحد,anger
محمد يوسف بطل مصر غاب عن الاوليمبياد فقط لان ارتد تيشيرت حمل شار رابع في طول عالم منذ عام,none
الله الرفعه دي غلط معلق مصر علي الاوليمبياد يا رب صوت تقطع,none
لما كوى حال اجسام بغال واحلام عصافير كثر امثال انا تو مخلص صايح الله هدى الرومانسيه الكاذبه انا تو مخلص صايح,anger
أطاح كل كلام عن الرمايه أقول نادي دعم خلال الاوليمبياد انزين و السباحه و مبارز شيش,none
بارك لكم ميلاد انيس نفوس علي بن موسي رضا على سلام,love
ما حب ال ان أخاف الله يمن أحب,love
اشيلك من بال,surprise
بق نتا قاعد تفرج علي الاوليمبياد وتتمنيكوا علي بعض وانا عرق عب ف ازايز ياولاد الشراميط يا مدن,anger
لي مسى ان مصر تتاهل دور تان في الاوليمبياد في يد يا ريت ياخد حب اسبرين أنام,sadness
ليس ذاك شيء الذي بحث عن وقت فراغ او بعد منتصف ليل ان احببت صدق وجد نفس مع من أحب طيله وقت,love
لا دهي اسم علي اسم غالي اسم حمد,joy
عنى انتهى سوري صار دويلة هههههههه هههههههههه هههههههههه ياسلام لين ال لم سمع اي تنديد عرب يا سلام,sadness
الله أعان وانا اخوك انا صراح متعاطف مع ال بعد درج مو عش حال لان حال مرضي طبيعة لها علاج,sympathy
انحدر اميركا علي يدى يدى بوش من مها عظيم ال دول ارهابيه ظلام فاشل حقير متخلف منذ ان تحالف مع ايران,anger
ب مختصر كلام انا خير لان قلب,love
لا صوت علا فوق صوت الاوليمبياد,none
عنى الهو ماش فاهم هو دهي,surprise
عايز عرف ناس جديد بس خايف طلع زي لي قبل,fear
يامن كنت اتمناها ان تاتي في الاحلام حلم بك تمني تخيل وجد حقيق كما راي في الاحلام راي سم فرح عشق سهل ا,love
ماهو خلص فيلم لي تب علي عكس ما كنت انا بتمني دا انا كنت في حب من الاول ابليس متعشم في لجن,surprise
صباح ورد جميع مدين شيخ زايد,joy
حب عبار عن مجموع من عواطف المتداخله كالوان قوس قزح لا عرف عاشق في مجال اي لون هو قابع اتراه,love
يا سفا علي من كانو كل فرح قوة تالم يا قلل تالم,sadness
مصر رايحين الاوليمبياد عش تصور رجع,surprise
دايم احساسي صاح جدا خايفه,fear
ثور الغلابه ثور الغلابه كون كثر تعاطف لد شعوب الاسلاميه والعربيه من جميع ثور التي حصل في مصر اثناء ربيع عرب,sympathy
ماش عارف عش اتنسيت لا زعل عش بقى وحد ايموشنموجب,sadness
أبرح عشق وجع لا تاب حقيق بوح قلم عشق لما وجع بوح قلم,love
عن حب أقول شاعر انصاح متزوج تعدد روي لي جدي حذر من كي صديق امامي سبب مع ذلك مارس سذاج رجال وقع به ايموشنسالب,love
حمد فريد كيف كان مع هلال و ال كيف نادى قذر تعصب تخلف دور باك الدوليه نصر وداد,anger
الاوليمبياد هي من قد ايموشنسالب,sadness
قسم الله من عارف منتخب دا بيفوز ازايايموشنموجب بس هي دعوات مصر ايموشنموجب ايموشنموجب,surprise
نساء الاولمبياد لايمثلوننا علا الرياض قناع لما ورائه الرياض جميع و كل مجتمع له ضوابط ذريع الاوليمبياد طاش من عقول في,sadness
خايفه من كل ناس ماش عارف اتعامل مع حد لا عاوز حت جرب اتعامل مع ناس تان انا ماش كويس ماش هبقي,fear
أحيا اجلال تقدير شعب سعودي صامد نحن مع ضد جشع شركة اتصال يوم راح فلس,sympathy
تنديد واسع مهاجم ترامب عائل جند اميركي تعرض مرشح جمهور انتخاب الاميركيه دونالد ترامب ال هجوم متعدد,anger
قمه ظلم تسلط والحقاره اسال الله ان رحم ضعف سكان موصل واني قاض هم من نصر,sympathy
اما استضاف الاوليمبياد نبق عمل مسابق تجديف ف قن سويس ايموشنموجب,none
سعودي طالب باسقاط الولايه انا بس حزين ع ترب الام السعوديه ليش ترب بن انها احتقر نفس معقول بن مواليد مترب,sadness
مفيش تحقيق مع الواد الاهبل لي رفع علم السعوديه في افتتاح الاوليمبياد لا مع رئيس البعثه لا قرار باعاده لاعب مصر مع عرض علي طبيب نفس,none
قد كثير من كلام كثير من بكاء لم يتبقي ال صمت الذي عامل في بعض بعض,sadness
ال بدا نكى حق نسى لما تعدي هتم لامري ما كان علي ان حبا كثير,sadness
بين في حب بين ما لا قدر واشي أفسد حمد شوق,love
انا تكلم علي الاوليمبياد و مصر لي كان في رفع الاثقال,none
هذي زود لازم تترب مو باقة ال طرد من بلد تجمع في اشكالها واشكال مريم طالب محاسب روض اليوسف,anger
ان اعناق طيف ان ابتسم ذكر ان استنشق عطر ملتصق ثياب هي قمه اشتياق ايموشنموجب يا عاشق خواطر حب قلم رام,love
ناس ام دم خفيف ايموشنموجب,joy
دل حضن ترك اضيع,love
شماعة الوحيده التي علق على كل شيء مسك هذا حزن ليس لدى غير لنطلخ به تهم غياب جراح والاكاذيب,sadness
جريء موضوع لا خش في حق لوم لائم استاذ وجيه استمر فضح فاسد كل وجيه عباس,love
الحمدلله البعثه المصريه التي غادر ال الاوليمبياد عاد سالم ال رضا وطن,joy
كل هذا خوف علي الاكل,fear
متع الرئيسيه في وقت دهي اني اتفرج علي الاوليمبياد تعليق نايل سبورت,joy
رب اننا امنا غفر لنا ذنوب قن عذاب نار,fear
ارتباط الاوليمبياد بالسياسه موضوع طول كلام في والاكيد ان الاوليمبياد يم اول مناسب رياض لابراز تقدم بلد انتماء لها,none
لاتنزوي خلف بكاء ماء هدم شموخ جبال,sadness
الفرصه بنت جميل راكب عجل بدال في الاوليمبياد,none
كل من أراد شعور هم وضع نفس في مكان تحمل صعاب المعيشه تعليم والصحه كان الله في عون النواصره فدى وطن,sympathy
رغى مصاطب دا ماش تعليق علي حاج باهم الاوليمبياد دور الرمضانيه يكون في كلام حسن من دهي ايموشنموجب,sadness
خايفه تكون نصيب ماش مكتوب ولى ايموشنسالب,fear
في ذا حد كان بيتكلم عن من قبل الاوليمبياد,none
الرجاله مصر مشارك في الاوليمبياد داخل دخل حمد حلم في ألام ناظر شكر,none
الحقيقه باد مثل خيال هو عدو واذكا حبيب كل ماقفيت نادى تعالي ذه حب في شيء قليل,joy
ترك عواد أساء سعودي مافلح في حراس المرمي دون تصريح عد أورى مراجل ويبداء باهل بيت مها خوة زوج لبى نداء وطن,anger
انا ماش عارف حبا نفس اصلا هعرف حبا حد تان ازاي بس,surprise
ابتهاج محمد اول امريكيه تشارك في الاوليمبياد حجاب بد النهارده,none
انا خايفه و ماش عارف بطل اخاف,fear
كثر ماد خايفه من اجتماع,fear
