,tweet,sentiment
410,وحياة قلبي وأفراحه️ #الشباب_الاهلي ٣-٠,positive
412,موقف محترم حذر الأمير خالد بن طلال بن عبد العزيز عضو العائلة المالكة بالسعودية أن إجازة الخروج على الرئيس مرسي,positive
414,اصحاب المحلات فى شرم احتفلوا بالانقلاب واذاعوا تسلم الايادى اليوم تظاهروا ضد الانقلاب بكره تشوفو مصر,negative
416,حالا لأول مره في حياتي متشرف أني أكون في مدينه #المحله الكبري لأحياء احد الأفراح بعد قليل #,positive
417,_ لم يحدث هذا كذب و افتراء,negative
418,#حاجة_تستاهل_الحمد كل حاجه ف حياتنا اكيد !!!,positive
419,#ذات_مومنت لما موبايلك يغطس في البطنيه وتقعد ادور فيه ما تلقشي واخر حاجه تنفض البطنيه يقعد الموبايل ايتخبط فيالوطى :/ اصلا عادي,negative
420,شخص يهدد بإستمرار الإرهاب وعمليات القتل في سيناء حتي عودة مرسي أعتقد أنه مدان بالقانون والسجن في إنتظاره,negative
422,اهالى #عزبة_النخل يفضحون #السيسى: حملته قالت لنا اعملوا توكيلات للسيسى وهن:,negative
423,احيي الشيخ حسن عبد البصير امام مسجد سيدى جابر الذي رفض تعليمات الأوقاف بنفاق مرسي في خطبة الجمعةتعلموا الاستقامة أيها الاخوان الكاذبون,neutral
425,_ 25 # تدعون للدين وتنشرون الأكاذيب، لم أكن أبدا عضوا بالوطني انتم تتاجرون بالدين,negative
427,ولما تبص #حواليك هتعرف انك #احسن من ناس #كتير عشان كده #لازم تقول #الحمد_لله,positive
434,#اكشن_يا_دوري #النصر_الاهلي النصر سوّى شي ماينتسوّى فاز وتصدر رغم كل الصعوبات لكن موتوا ياجماهير حوّى مع #النصر هيهات هي…,neutral
437,كنت واثق ان احداث #رابعة والدماء التي سالت سوف تكون لها اثارلكني لم اتخيل ابدا انها تصبح وقود يلهب مشاعر الملايين وتحي…,neutral
438,مرسي موحد الفتن,negative
441,"أخر ما كتبه شهيد اليوم بإذن الله ""عبد الرحمن احمد "" هذه هى نوعية الشباب الذين يقتلهم السيسي حسبنا الله و نعم الوكيل …	NEG",
442,نيويورك تايمز: الانقلاب دراكولا يبطش بالصحافة,negative
443,استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية #السادة_المحترمون …,negative
444,#الببلاوي #أنتخبوا_العرص #الهاشتاج,negative
445,#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #مرسي_رئيسي #انتخبوا_العرص #سيناء_خارج_التغطية #سأنتخب_السيسى …,neutral
447,وماحدش هيضيع البلد غير الجبان والواطي والحقير عديم الذمة اللي عمره ما بيقبل على نفسه ما يقبله على غيره من كتر ما هو خائف وجبان,negative
448,مفيش حاجة اسمها دولة وطنية في حاجة اسمها الجماعة التنظيم طز في مصر #السادة_المحترمون …,negative
449,"#العربي_الجديد | ميديا | ارتفاع عدد مستخدمي ""#واتس_آب"" و700 مليون رسالة يومية …	OBJ",
451,7 ماله سمك إسكندرية يافندم؟ طب والله من غير مبالغة لفيت العالم مالقيت مثيله وأتوسل إليكي ماتحطميش أسطورتي الخاصة,positive
453,الاعتقالات كالامطار بلا مبررات لكن الانقلاب يرفض حضور المحامين لتحقيقات النيابة,negative
457,عبد المنعم ابو الفتوح اعداء المصريون فى الخارج والداخل يدبرون مؤامرات لاجهاض ثورة يناير # #,negative
459,قدام بيتي 😍 #الربيع #الجمال #نيويورك #بيتي # #مبتعث,positive
460,#بصـراحـه #عن ناس بيبقى نفسك تقولهم يلا المركب اللى تودى و يا ريت تتقلب و هى بتودى ! #رخامة,negative
463,الجزار الفاشل يحضر الآن سكينه لكي يذبح بعض كباش الفداء قبل أن يكتشف أن المشكلة أعمق من فشل الأشخاص فهي مشكلة فشل سياسات,negative
464,#النصر_الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين,positive
466,نت #فودافون بيعلم الصبر,negative
467,عصام سلطان فضل عشر سنوات عامل نفسه منشق وضد الاخوان وبعدييين بعد الثوره اتضح انهم منهم ولا انشق ولا يحزنون,negative
468,كنت تأجل وتيجي منك بجميلة وتعمل فيها قعر مجلس وكبير العائلة بس هتقول إيه الغباء السياسي صنعة,negative
472,88 إنت باين عليك لجنة أمن دولة مفضوحين جدا,negative
475,_96 سامي يعبث بتاريخ الزعيم جعل اكبر افراحنا الفوز ببطولة اولمبي #ارحل,neutral
477,مدير جامعة الإمام يستنكر الثناء على #أردوغان ويعتبر #تركيا دولة فاسدة فاسقة فاجرة تنشر الرذيلة #عسير #السعودية # #,negative
480,لا ينكر أحد ضرورة إجراء إصلاحات شاملة بالقضاء سواء فى كيفية التعيين فى البداية وحتى كيفية المحاسبة داخل القضاءلهذا تقدم,neutral
481,الجبناء يكذبون علنا احدهم يقول ان العسكر لم يحكموا مصر اخر 60 عاما ويطالب بخضوع مصر للجيش واستشارته فى اى حاجة تخصه,negative
485,"مقال #عمرو_حمزاوي ""المذهبية المدمرة"" مسموعا من موقع #اقرأ_لي 	OBJ",
486,الانقلاب يغلق مسجد النصر ب #رفح ومن اظلم ممن منع مساجد الله ان يذكر فيها اسمه وسعي فى خرابها انتظروا عقاب الله,negative
487,مبادره دستورهم باطل لتعريف الشارع بالمساوئ الاقتصاديه و الاجتماعيه للدستور ببساطة،ريتويت بقا 3 مرات قبل الأ,negative
488,عندما يسكت الإخوان على بذاءات الشيوخ المؤيدين لهم وتطاولهم على الأعراض فوق المنابر فلا تفرحوا كثيرا لأنكم ستكتوون بنار البذاءة والسفالة,negative
489,كذبة حقيرة الاهرام العربي:مرسي طبع 65 مليار جنيه والبنك المركزى يأسف ويستنكر ويرفض التعقيب,negative
490,فالانتقاص من صلاحيات البرلمان المنتخب واعطاء صلاحيات تشريعية لمجلس استشاري معين هما أمران ينبغي على كل مؤمن بالديمقراطية أن يرفضهما,negative
494,قانون منع التظاهروالاعتصام المزمع إصداره يحسم اﻷمرأمام كل متردد بأننا نواجه سلطة قمعية ليس لها مشروعية تستهين بحريات وكرامة وحقوق المصريين,negative
497,عدت من الاسماعلية منذ قليل بعد يوم حافل ختمته بمؤتمر جماهيري دفء مشاعر أهل الاسماعلية هون برودة الجو #,positive
499,#اعرفوهم_انقلاب_مصر_يسقط_حكم_العسكر #الداخلية_بلطجية #شهداءالحرية # الشهيد محمد فتحي 20 عاماً #بني_سويف,neutral
500,"أحسن حاجة في أغنية #السكة_شمال هيا ""ايه ايه ايه ايه "" اللي أمير بيقولها قبل ما بيغني علي طول !	POS",
501,أيامنا هذه هى أيام اختلال مفزع لمعايير الحكم على الأمور فى المجال العام فى مصر وفى بلاد العرب,negative
505,"نحن بحاجة إلى وسطية في المعاملات واعتدال في المواقف و الا تعرضنا لعوامل هدم المجتمعات الكبرى"" #مصر #تونس #لبنان #الإمارات #فلسطين	NEUTRAL",
506,"بيننا وبين ""التقوى"" مخافة الله سبحانه وتعالى لكن بيننا وبين التدين الشكلى مجرد موس حلاقة (جلال عامر) #جلال_عامر	NEUTRAL",
507,"وقفة تضامنية لطلاب ""هندسة #أسيوط "" مع زميلهم الموقوف عن الدراسة	OBJ",
509,#الامريكان اكتشفو إمكانية وجود مياه على المريخ ^_^ #المصريين اكتشفو ان ب 2 جنيه فول كل جنيه لوحده اكتر من ب 2,neutral
